pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbeccen,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,planet_type
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,11.811437,,,2.3,,,,,5765.0,0.93,,-0.39,[Fe/H],4.4,561.929,Neptune-like
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,13.603,0.2,0.098,2.586,,,536.0,K3,4684.0,0.67,0.69,-0.137,[Fe/H],4.62,336.25,Neptune-like
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,65.55,0.2,0.28,2.69,,,316.0,K3,4684.0,0.67,0.69,-0.137,[Fe/H],4.62,336.25,Neptune-like
EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,0.762406,,,0.99,,,,,5620.0,0.89,,0.28,[Fe/H],4.5,624.512,Terrestrial
EPIC 220554210 c,K2-282,1,2,Transit,2019,0.70531,,,1.6,,,,,5499.0,1.0,,-0.23,[Fe/H],4.5,496.289,Super Earth
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,0.571212,,,1.6,,,,,5613.0,0.95,,0.01,[Fe/H],4.6,244.59,Super Earth
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,13.334615,,,2.2,,,,,5613.0,0.95,,0.01,[Fe/H],4.6,244.59,Neptune-like
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,0.728113,,,1.1,,,,,3782.0,0.32,,-0.18,[Fe/H],5.0,150.124,Super Earth
EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,6.180235,,0.07229,11.781,953.49,642.0,1401.0,F5 V,6202.0,1.59,1.32,0.141,[Fe/H],4.16,372.632,Gas Giant
EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,3650.0,0.0,4.5,12.442,4131.79,0.19,183.0,,4898.0,2.7,0.9,-0.23,[Fe/H],3.52,551.886,Gas Giant
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,3.5951,0.06,0.047,1.95,8.75,1037.0,1616.0,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],3.99,321.296,Super Earth
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,15.624,0.07,0.13,3.67,14.67,160.0,990.0,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],3.99,321.296,Neptune-like
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,35.747,0.15,0.22,3.94,10.18,53.0,752.0,G8 IV/V,5430.0,1.71,1.05,0.2,[Fe/H],3.99,321.296,Neptune-like
FU Tau b,FU Tau,1,1,Imaging,2008,,,800.0,,5085.28,,2375.0,M7.25,2838.0,,0.05,,,,,Gas Giant
G 264-012 b,G 264-012,1,2,Radial Velocity,2021,2.30538,,0.02279,,2.5,20.5,587.0,M4.0 V,3326.0,0.3,0.3,0.1,[Fe/H],4.85,16.009,Super Earth
G 264-012 c,G 264-012,1,2,Radial Velocity,2021,8.0518,,0.0525,,3.75,3.87,387.0,M4.0 V,3326.0,0.3,0.3,0.1,[Fe/H],4.85,16.009,Super Earth
G 9-40 b,G 9-40,1,1,Transit,2019,5.746007,0.0,0.0385,2.025,,7.2,456.0,M2.5 V,3348.0,0.31,0.29,0.04,[Fe/H],4.93,27.9276,Super Earth
GJ 1002 b,GJ 1002,1,2,Radial Velocity,2022,10.3465,,0.0457,,1.08,0.67,231.0,M5.5 V,3024.0,0.14,0.12,-0.25,[Fe/H],5.1,4.84867,Super Earth
GJ 1002 c,GJ 1002,1,2,Radial Velocity,2022,21.202,,0.0738,,1.36,0.26,182.0,M5.5 V,3024.0,0.14,0.12,-0.25,[Fe/H],5.1,4.84867,Super Earth
GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,3.204,0.31,0.021,,1.37,3.8,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],,3.67278,Super Earth
GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,6.689,0.29,0.035,,1.74,1.4,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],,3.67278,Super Earth
GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,13.031,0.53,0.054,,1.64,0.6,,M5.5 V,2953.0,0.16,0.12,-0.08,[Fe/H],,3.67278,Super Earth
GJ 1132 b,GJ 1132,1,2,Transit,2015,1.628931,0.22,0.0153,1.13,1.66,,529.0,,3270.0,0.21,0.18,,,,12.613,Super Earth
GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,8.929,0.27,0.0476,,2.64,,300.0,,3270.0,0.21,0.18,,,,12.613,Super Earth
GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,41.38,0.38,0.166,,96.7,,,,3287.0,0.36,0.34,,,4.87,11.0143,Gas Giant
GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,532.58,0.342,0.912,,68.06,,,,3287.0,0.36,0.34,,,4.87,11.0143,Gas Giant
GJ 1151 c,GJ 1151,1,1,Radial Velocity,2023,389.7,,0.5714,,10.62,,,M 4.5V,3280.0,0.18,0.16,-0.12,[Fe/H],5.09,8.03625,Neptune-like
GJ 1214 b,GJ 1214,1,1,Transit,2009,1.58040433,0.063,0.0149,2.742,8.17,21.0,596.0,M4 V,3250.0,0.21,0.18,0.29,[Fe/H],5.03,14.6427,Neptune-like
GJ 1252 b,GJ 1252,1,1,Transit,2020,0.5182416,,0.00915,1.18,1.32,233.0,,,3458.0,0.39,0.38,,,,20.373,Super Earth
GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,3.6511,0.04,0.026,,7.4,,,M4.5 V,3236.0,0.19,0.18,-0.04,[Fe/H],5.09,10.2525,Neptune-like
GJ 143 b,GJ 143,1,2,Transit,2019,35.61253,0.188,0.1915,2.61,22.7,,422.0,K4.5,4640.0,0.69,0.73,0.003,[Fe/H],4.61,16.32,Neptune-like
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,11.4407,0.094,0.072,,3.03,,,M1,3607.0,0.38,0.38,-0.34,[Fe/H],4.87,3.56228,Super Earth
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,7600.0,0.27,5.4,,36.0,,,M1,3607.0,0.38,0.38,-0.34,[Fe/H],4.87,3.56228,Neptune-like
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,5.2354,0.06,0.053,,10.2,,,M0 V,4347.0,,0.69,,,,25.8557,Neptune-like
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182,0.073,0.0607,,10.6,,,,,,,,,,15.1285,Neptune-like
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058,0.099,0.1254,,6.8,,,,,,,,,,15.1285,Neptune-like
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116,0.373,1.0304,,29.4,,,,,,,,,,15.1285,Neptune-like
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.0,0.21,2.41,,260.61,,,M3.5 V,3370.0,0.38,0.36,0.3,[Fe/H],4.83,12.356,Gas Giant
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,17.133,0.07,0.092,,6.49,,,,,,0.43,,,,11.9407,Neptune-like
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,24.329,0.09,0.129,,6.4,,,M2 V,3371.0,,0.43,,,,11.9407,Neptune-like
GJ 180 d,GJ 180,1,3,Radial Velocity,2020,106.3,0.14,0.309,,7.56,,,,,,0.43,,,,11.9407,Neptune-like
GJ 2030 b,GJ 2030,1,2,Radial Velocity,2022,2.38128933,0.239302,0.034411,,4.59248,,,,,,0.96,,,,37.0788,Super Earth
GJ 2030 c,GJ 2030,1,2,Radial Velocity,2022,25533.11353048,0.040554,16.763449,,4067.84698,,,,,,0.96,,,,37.0788,Gas Giant
GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,69.971,0.72,0.283,,16.2,,,,,,0.62,,,,28.4434,Neptune-like
GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,121.93267601,0.365639,0.384214,,8.57613,,,,,,0.51,,,,5.75624,Neptune-like
GJ 229 b,GJ 229,2,2,Radial Velocity,2014,579.47494672,0.403522,1.086215,,14.85045,,,,,,0.51,,,,5.75624,Neptune-like
GJ 251 b,GJ 251,1,1,Radial Velocity,2020,14.238,0.1,0.0818,,4.0,2.53,351.0,M3.0 V,3451.0,0.36,0.36,-0.03,[Fe/H],4.96,5.58057,Super Earth
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,15.819,0.08,0.101,,13.0,,,M0.5 V,3542.0,,0.53,,,,23.6062,Neptune-like
GJ 273 b,GJ 273,1,2,Radial Velocity,2017,18.6498,0.1,0.091101,,2.89,1.06,,M3.5,3382.0,0.29,0.29,0.09,[Fe/H],,5.921535,Super Earth
GJ 273 c,GJ 273,1,2,Radial Velocity,2017,4.7234,0.17,0.036467,,1.18,6.66,,M3.5,3382.0,0.29,0.29,0.09,[Fe/H],,5.921535,Super Earth
GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,133.71,0.511,0.49,,1071.04,,350.0,G6 V,5540.0,0.9,0.9,0.1,[Fe/H],4.7,17.5559,Gas Giant
GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,11.949,0.22,0.079,,8.2,,,,,,0.47,,,,16.6186,Neptune-like
GJ 3090 b,GJ 3090,1,1,Transit,2022,2.853136,0.32,0.03165,2.13,3.34,,693.0,M2 V,3556.0,0.52,0.52,-0.06,[Fe/H],4.73,22.4751,Neptune-like
GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,1.22003,0.19,0.0197,,1.78,118.1,,M0,3717.0,0.5,0.68,-0.3,[Fe/H],,28.4712,Super Earth
GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,5.974,0.11,0.057,,4.18,13.9,,M0,3717.0,0.5,0.68,-0.3,[Fe/H],,28.4712,Super Earth
GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,257.8,0.32,0.698,,10.5,0.1,,M0,3717.0,0.5,0.68,-0.3,[Fe/H],,28.4712,Neptune-like
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,695.66,0.07,1.151,,557.1,,,,,,0.42,,,,15.1968,Gas Giant
GJ 317 c,GJ 317,1,2,Radial Velocity,2018,6739.323,0.17,5.23,,522.5,,,,,,0.42,,,,15.1968,Gas Giant
GJ 3222 b,GJ 3222,1,1,Radial Velocity,2022,10.6666864,0.929006,0.091179,,11.73969,,,,,,0.89,,,,18.23817,Neptune-like
GJ 328 b,GJ 328,1,1,Radial Velocity,2013,4100.0,0.37,4.5,,731.0,,,M1,3900.0,,0.69,0.0,[M/H],,20.5266,Gas Giant
GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,30.5987,0.06,0.14339,,23.54,1.07,,M2.5,3466.0,0.4,0.42,0.02,[Fe/H],,20.1903,Neptune-like
GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,122.6196,0.11,0.36175,,21.09,0.17,,M2.5,3466.0,0.4,0.42,0.02,[Fe/H],,20.1903,Neptune-like
GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,48.1345,0.12,0.19394,,7.6,0.59,,M2.5,3466.0,0.4,0.42,0.02,[Fe/H],,20.1903,Neptune-like
GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,13.2543,0.21,0.08208,,3.28,3.34,,M2.5,3466.0,0.4,0.42,0.02,[Fe/H],,20.1903,Super Earth
GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,5.3636,0.23,0.03282,,2.02,2.58,,M4,3159.0,0.12,0.16,-0.27,[Fe/H],,5.37484,Super Earth
GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,40.54,0.17,0.1264,,2.31,0.17,,M4,3159.0,0.12,0.16,-0.27,[Fe/H],,5.37484,Super Earth
GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,14.207,0.31,0.089,,6.6,,,M2.5,3526.0,0.44,0.47,-0.09,[Fe/H],,23.619,Neptune-like
GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,24.422,0.109,0.142,,10.6,,,M0 V,4014.0,0.58,0.64,-0.03,[Fe/H],4.68,6.33256,Neptune-like
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366496,,0.0355,4.57,13.9,,594.0,,3600.0,0.55,0.54,0.2,[Fe/H],4.7,29.4214,Neptune-like
GJ 3473 b,GJ 3473,2,2,Transit,2020,1.1980035,0.0,0.01589,1.264,1.86,59.4,773.0,,3347.0,0.36,0.36,0.11,[Fe/H],4.81,27.3644,Super Earth
GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,15.509,0.0,0.0876,,7.41,1.95,329.0,,3347.0,0.36,0.36,0.11,[Fe/H],4.81,27.3644,Neptune-like
GJ 3512 b,GJ 3512,1,2,Radial Velocity,2019,203.69,0.44,0.337,,146.20107,,,M5.5 V,3081.0,0.14,0.12,-0.07,[Fe/H],,9.48637,Gas Giant
GJ 3512 c,GJ 3512,1,2,Radial Velocity,2020,1599.6,0.0183,1.292,,63.56568,,,M5.5 V,3081.0,0.14,0.12,-0.07,[Fe/H],,9.48637,Gas Giant
GJ 357 b,GJ 357,1,3,Transit,2019,3.93072,,0.035,1.217,1.84,12.6,525.0,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,9.44181,Super Earth
GJ 357 c,GJ 357,1,3,Radial Velocity,2019,9.1247,,0.061,,3.4,4.45,401.0,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,9.44181,Super Earth
GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.661,,0.204,,6.1,0.38,220.0,M2.5 V,3505.0,0.34,0.34,-0.12,[Fe/H],4.94,9.44181,Neptune-like
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,2.64561,0.08,0.0287,,8.4,,,M2.5,,0.43,0.45,,,,20.3779,Neptune-like
GJ 367 b,GJ 367,1,1,Transit,2021,0.321962,0.0,0.0071,0.718,0.546,,1745.0,M1.0 V,3522.0,0.46,0.45,-0.01,[Fe/H],4.78,9.41263,Terrestrial
GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,3.0232,0.07,0.026,,8.0,,,M4.0 V,3324.0,0.28,0.27,0.0,[Fe/H],5.05,13.743,Neptune-like
GJ 3929 b,GJ 3929,1,2,Transit,2022,2.616235,0.0,0.0252,1.09,1.75,17.3,568.0,,3384.0,0.32,0.31,-0.02,[Fe/H],4.89,15.8095,Super Earth
GJ 3929 c,GJ 3929,1,2,Radial Velocity,2022,15.04,0.0,0.081,,5.71,1.68,317.0,,3384.0,0.32,0.31,-0.02,[Fe/H],4.89,15.8095,Neptune-like
GJ 393 b,GJ 393,1,1,Radial Velocity,2021,7.02679,,0.05402,,1.71,9.21,485.0,M2.0 V,3579.0,0.43,0.43,-0.09,[Fe/H],4.88,7.03149,Super Earth
GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,6.905,0.121,0.0608,,7.14,,590.0,M0,3867.0,0.61,0.63,-0.04,[Fe/H],4.65,16.9287,Neptune-like
GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,2.64977,0.0,0.029,,2.47,,,M1,3722.0,0.49,0.5,-0.16,[Fe/H],4.77,18.1459,Super Earth
GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,13.74,0.049,0.089,,6.26,,,M1,3722.0,0.49,0.5,-0.16,[Fe/H],4.77,18.1459,Neptune-like
GJ 411 b,GJ 411,1,2,Radial Velocity,2019,12.9394,0.063,0.07879,,2.69,,,,3719.0,0.37,0.39,-0.362,[Fe/H],4.89,5.675773,Super Earth
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,50.8,0.45,0.2324,2.63,7.6,,309.0,K7 V,4120.0,0.68,0.65,0.24,[Fe/H],4.65,11.8893,Neptune-like
GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,749.83,0.105,1.4,8.4,53.83,,125.0,K7 V,4120.0,0.68,0.65,0.24,[Fe/H],4.65,11.8893,Gas Giant
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,20.129,0.11,0.111,,11.07,,,,,,0.35,,,,12.6631,Neptune-like
GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,13.352,0.37,0.082,,16.57,,,M4.0,3387.0,0.41,0.41,0.12,[Fe/H],4.97,21.3362,Neptune-like
GJ 433 b,GJ 433,1,3,Radial Velocity,2011,7.3705,0.04,0.062,,6.043,,,,,,0.48,,,,9.06456,Neptune-like
GJ 433 c,GJ 433,1,3,Radial Velocity,2014,5094.105,0.12,4.819,,32.422,,,,,,0.48,,,,9.06456,Neptune-like
GJ 433 d,GJ 433,1,3,Radial Velocity,2020,36.059,0.07,0.178,,5.223,,,,,,0.48,,,,9.06456,Neptune-like
GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64388312,0.13827,0.0291,4.17,22.1,,,,,0.46,0.47,,,4.79,9.75321,Neptune-like
GJ 480 b,GJ 480,1,1,Radial Velocity,2020,9.567,0.1,0.068,,13.2,,,M3.5 Ve,,,0.45,,,,14.2358,Neptune-like
GJ 486 b,GJ 486,1,1,Radial Velocity,2021,1.467119,0.05,0.01734,1.305,2.82,40.3,701.0,M3.5 V,3340.0,0.33,0.32,0.07,[Fe/H],,8.07426,Super Earth
GJ 504 b,GJ 504,1,1,Imaging,2013,,,43.5,,1271.3,,510.0,G0 V,6234.0,,1.22,0.28,[Fe/H],4.6,17.5299,Gas Giant
GJ 514 b,GJ 514,1,1,Radial Velocity,2022,140.43,0.45,0.422,,5.2,0.28,202.0,M0.5-1.0 V,3728.0,0.5,0.51,-0.14,[Fe/H],4.76,7.61778,Neptune-like
GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.7076,0.08,0.06661,,5.36,,,M1 V,3685.0,0.5,0.52,-0.08,[Fe/H],4.75,10.4092,Neptune-like
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.3686,0.0,0.04061,,15.8,,,,3396.0,0.33,0.31,,,4.89,6.2981,Neptune-like
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.914,0.0,0.0721,,5.5,,,,3396.0,0.33,0.31,,,4.89,6.2981,Neptune-like
GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.149,0.0,0.02815,,1.7,,,,3396.0,0.33,0.31,,,4.89,6.2981,Super Earth
GJ 625 b,GJ 625,1,1,Radial Velocity,2017,14.628,0.13,0.078361,,2.82,,,M2,3499.0,0.31,0.3,-0.38,[Fe/H],4.94,6.47249,Super Earth
GJ 649 b,GJ 649,1,1,Radial Velocity,2009,598.3,0.3,1.135,,104.244,,,M1.5,3700.0,,0.54,0.08,[Fe/H],,10.3796,Gas Giant
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,7.2004,0.13,0.0505,,5.6,,,M1.5 V,3350.0,,0.33,-0.55,[Fe/H],4.69,7.24396,Neptune-like
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,28.14,0.02,0.125,,3.8,,,M1.5 V,3350.0,,0.33,-0.55,[Fe/H],4.69,7.24396,Super Earth
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,62.24,0.02,0.213,,2.7,,,M1.5 V,3350.0,,0.33,-0.55,[Fe/H],4.69,7.24396,Super Earth
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,39.026,0.03,0.156,,2.7,,,M1.5 V,3350.0,,0.33,-0.55,[Fe/H],4.69,7.24396,Super Earth
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,256.2,0.08,0.549,,4.6,,,M1.5 V,3350.0,,0.33,-0.55,[Fe/H],4.69,7.24396,Super Earth
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,4.6938,0.2,0.039,,11.09,,,M2.5,3600.0,,0.35,-0.28,[Fe/H],,4.54896,Neptune-like
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1051.44520601,0.318615,1.734535,,1837.01057,,,,,,0.63,,,,16.0272,Gas Giant
GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,13921.42302046,0.295316,9.67808,,4271.00959,,,,,,0.63,,,,16.0272,Gas Giant
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.60075682,0.192193,0.039322,,3.79832,,,,,,0.63,,,,16.0272,Super Earth
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,35.47357709,0.152395,0.180707,,6.69167,,,,,,0.63,,,,16.0272,Neptune-like
GJ 680 b,GJ 680,1,1,Radial Velocity,2022,17281.66513958,0.381243,10.121898,,7764.94529,,,,,,0.46,,,,9.67315,Gas Giant
GJ 682 b,GJ 682,1,2,Radial Velocity,2014,17.478,0.08,0.08,,4.4,,,M3.5 V,3028.0,,0.27,,,,5.00671,Super Earth
GJ 682 c,GJ 682,1,2,Radial Velocity,2014,57.32,0.1,0.176,,8.7,,,M3.5 V,3028.0,,0.27,,,,5.00671,Neptune-like
GJ 685 b,GJ 685,1,1,Radial Velocity,2019,24.16,0.0,0.1344,,9.0,,,M0.5,3816.0,0.54,0.55,-0.15,[Fe/H],4.72,14.3155,Neptune-like
GJ 687 b,GJ 687,1,2,Radial Velocity,2014,38.142,0.17,0.163,,17.2,,,,,,0.4,,,,4.54939,Neptune-like
GJ 687 c,GJ 687,1,2,Radial Velocity,2020,727.562,0.4,1.165,,16.0,,,,,,0.4,,,,4.54939,Neptune-like
GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,19.466,0.12,0.119,,13.64,,401.0,M0.5 V,3837.0,0.56,0.57,-0.14,[Fe/H],4.71,15.5575,Neptune-like
GJ 740 b,GJ 740,1,1,Radial Velocity,2021,2.37756,0.24,0.029,,2.96,79.0,829.0,M1.0 V,3913.0,0.56,0.58,0.08,[Fe/H],4.68,11.1017,Super Earth
GJ 832 b,GJ 832,1,1,Radial Velocity,2008,3657.0,0.08,3.56,,216.0,,,,3472.0,,0.45,-0.3,[Fe/H],4.7,4.96435,Gas Giant
GJ 849 b,GJ 849,1,2,Radial Velocity,2006,1915.0,,,,286.04557,,,M3.5,,,0.49,0.22,[Fe/H],,8.80058,Gas Giant
GJ 849 c,GJ 849,1,2,Radial Velocity,2014,7068.0,,,,223.11554,,,M3.5,,,0.49,0.22,[Fe/H],,8.80058,Gas Giant
GJ 86 b,GJ 86,2,1,Radial Velocity,1999,15.76491,0.04,0.11,,1404.8086,,,,5182.0,0.77,0.93,-0.22,[Fe/H],4.63,10.7836,Gas Giant
GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.1166,0.0324,0.208317,,723.2235,,,,,0.3,0.32,,,,4.67517,Gas Giant
GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.0881,0.25591,0.12959,,226.9846,,,,,0.3,0.32,,,,4.67517,Gas Giant
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93778,0.207,0.020807,,6.83,,,,,0.3,0.32,,,,4.67517,Neptune-like
GJ 876 e,GJ 876,1,4,Radial Velocity,2010,124.26,0.055,0.3343,,14.6,,,,,0.3,0.32,,,,4.67517,Neptune-like
GJ 887 b,GJ 887,1,2,Radial Velocity,2020,9.262,0.0,0.068,,4.2,7.95,468.0,M1 V,3688.0,0.47,0.49,-0.06,[Fe/H],4.78,3.29,Super Earth
GJ 887 c,GJ 887,1,2,Radial Velocity,2020,21.789,,0.12,,7.6,2.56,352.0,M1 V,3688.0,0.47,0.49,-0.06,[Fe/H],4.78,3.29,Neptune-like
GJ 896 A b,GJ 896 A,2,1,Astrometry,2022,284.39,0.35,0.63965,,718.2922,,,M3.5 V,,,0.44,,,,6.26022,Gas Giant
GJ 9066 c,GJ 9066,1,1,Radial Velocity,2020,771.36,0.46,0.88,,66.74397,,,M5.0 V,3154.0,0.16,0.15,-0.13,[Fe/H],5.01,4.471,Gas Giant
GJ 96 b,GJ 96,1,1,Radial Velocity,2018,73.94,0.44,0.291,,19.66,,,M2,3785.0,,0.6,0.14,[Fe/H],,11.9315,Neptune-like
GJ 9689 b,GJ 9689,1,1,Radial Velocity,2020,18.27,0.29,0.1139,,9.65,,453.0,M0.5,3836.0,0.57,0.59,0.05,[Fe/H],4.69,30.6203,Neptune-like
GJ 9714 b,GJ 9714,1,1,Radial Velocity,2022,19240.75467009,0.155099,12.341073,,3051.24439,,,,,,0.67,,,,20.5121,Gas Giant
GJ 9827 b,GJ 9827,1,3,Transit,2017,1.2089819,0.0,0.0188,1.577,4.91,,,,4340.0,0.6,0.61,-0.26,[m/H],4.66,29.661,Super Earth
GJ 9827 c,GJ 9827,1,3,Transit,2017,3.6480957,0.0,0.03925,1.241,0.84,,,,4340.0,0.6,0.61,-0.26,[m/H],4.66,29.661,Super Earth
GJ 9827 d,GJ 9827,1,3,Transit,2017,6.2014698,0.0,0.05591,2.022,4.04,,,,4340.0,0.6,0.61,-0.26,[m/H],4.66,29.661,Neptune-like
GPX-1 b,GPX-1,1,1,Transit,2021,1.744579,0.0,0.0338,16.477,6261.21962,4650.0,2300.0,F2,7000.0,1.56,1.68,0.35,[Fe/H],4.27,655.013,Gas Giant
GQ Lup b,GQ Lup,1,1,Imaging,2004,,,100.0,33.6,6356.0,,2650.0,K7e V,,,0.7,,,,151.169,Gas Giant
GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,,,320.0,,5000.0,,2300.0,K7,4200.0,,0.9,,,,108.5,Gas Giant
GU Psc b,GU Psc,1,1,Imaging,2014,,,2000.0,14.179,3591.3,,1050.0,M3,,,0.33,0.1,[Fe/H],,47.5501,Gas Giant
Gaia-1 b,Gaia-1,1,1,Transit,2022,3.052524,,0.04047,13.776,533.95172,,,,5470.0,0.95,0.95,,,,363.66,Gas Giant
Gaia-2 b,Gaia-2,1,1,Transit,2022,3.6915224,,0.0467,14.818,259.66581,,,,5720.0,1.06,1.0,,,,209.229,Gas Giant
Gl 378 b,Gl 378,1,1,Radial Velocity,2019,3.822,0.109,0.039435,,13.02,,830.0,M1,3879.0,0.56,0.56,0.06,[Fe/H],,14.9545,Neptune-like
Gl 49 b,Gl 49,2,1,Radial Velocity,2019,13.8508,0.363,0.0905,,5.63,,,M1.5 V,3805.0,0.51,0.52,0.13,[Fe/H],4.69,9.8528,Neptune-like
Gl 686 b,Gl 686,1,1,Radial Velocity,2018,15.53,0.05,0.091,,6.624,,,,3656.0,0.43,0.43,-0.23,[Fe/H],4.87,8.15728,Neptune-like
HAT-P-1 b,HAT-P-1,2,1,Transit,2006,4.46529976,,0.05561,14.785,166.86075,,1322.0,,5980.0,1.17,1.15,0.13,[Fe/H],4.36,158.979,Gas Giant
HAT-P-11 b,HAT-P-11,1,2,Transit,2008,4.88780244,0.218,0.05254,4.36,23.4,,,,4780.0,0.68,0.81,0.31,[Fe/H],,37.7647,Neptune-like
HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,3407.0,0.601,4.13,,507.0,,,,4780.0,0.68,0.81,0.31,[Fe/H],,37.7647,Gas Giant
HAT-P-12 b,HAT-P-12,1,1,Transit,2009,3.2130598,0.0,0.0384,10.749,67.059,,963.0,K4,4650.0,0.7,0.73,-0.29,[Fe/H],4.61,142.751,Gas Giant
HAT-P-13 b,HAT-P-13,1,2,Transit,2009,2.91625,0.0133,,14.258,270.462,,,,,,,,,,246.81,Gas Giant
HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009,446.27,0.6616,,,4538.421,,,,,,,,,,246.81,Gas Giant
HAT-P-14 b,HAT-P-14,2,1,Transit,2010,4.62767,0.11,,15.917,1093.3352,,,,6600.0,1.82,2.65,0.11,[Fe/H],4.25,222.663,Gas Giant
